ECNumber	EnzymeType	Organism	Smiles	Substrate	UniprotID	Value	Unit
3.6.1.17	wildtype	Photinus pyralis	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	P1,P4-Bis(5'-adenosyl) tetraphosphate		3.6	s^(-1)
3.6.1.17	E58D	Lupinus angustifolius	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		3.7	s^(-1)
3.6.1.17	R54Q	Lupinus angustifolius	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		4.2	s^(-1)
3.6.1.17	H31A	Caenorhabditis elegans	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		12.0	s^(-1)
3.6.1.17	H31V/Y121A	Caenorhabditis elegans	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		14.0	s^(-1)
3.6.1.17	E58Q	Lupinus angustifolius	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		17.9	s^(-1)
3.6.1.17	E122Q	Lupinus angustifolius	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		20.4	s^(-1)
3.6.1.17	wildtype	Caenorhabditis elegans	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		27.0	s^(-1)
3.6.1.17	Y27A	Caenorhabditis elegans	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		26.0	s^(-1)
3.6.1.17	Y27D	Caenorhabditis elegans	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		29.0	s^(-1)
3.6.1.17	K81M	Caenorhabditis elegans	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		30.0	s^(-1)
3.6.1.17	H38G/H38K	Caenorhabditis elegans	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		31.0	s^(-1)
3.6.1.17	wildtype	Lupinus angustifolius	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)N	Ap4A		40.8	s^(-1)
4.2.1.91	wildtype	Arabidopsis thaliana	C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O	Prephenate		0.16	s^(-1)
4.2.1.91	wildtype	Petunia x hybrida	C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O	Prephenate		0.06	s^(-1)
4.2.1.91	wildtype	Petunia x hybrida	C1=CC(C=CC1O)(CC(C(=O)O)N)C(=O)O	L-Arogenate		1.231	s^(-1)
4.2.1.91	wildtype	Arabidopsis thaliana	C1=CC(C=CC1O)(CC(C(=O)O)N)C(=O)O	L-Arogenate	Q9SGD6	6.1	s^(-1)
3.7.1.17	wildtype	Mycobacterium tuberculosis	C1=CC=C(C=C1)C(=CC=CC(=O)C(=O)O)O	2-hydroxy-6-keto-6-phenylhexa-2,4-dienoic acid		0.25	s^(-1)
4.1.1.29	V81L/D266L/F240S/I250S	unidentified prokaryotic organism	C(C(C(=O)O)N)S(=O)O	3-Sulfino-L-alanine		1.476	s^(-1)
4.1.1.29	Q377L	Aedes aegypti	C(C(C(=O)[O-])[NH3+])S(=O)[O-]	L-cysteine sulfinate		5.52	s^(-1)
4.1.1.29	wildtype	Aedes aegypti	C(C(C(=O)[O-])[NH3+])S(=O)[O-]	L-cysteine sulfinate		5.86	s^(-1)
3.1.2.23	D17N	Pseudomonas sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	P56653	0.00055	s^(-1)
3.1.2.23	D17S	Pseudomonas sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	P56653	0.00084	s^(-1)
3.1.2.23	E73Q	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	0.0017	s^(-1)
3.1.2.23	T77D	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	0.0103	s^(-1)
3.1.2.23	D31A	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	0.0417	s^(-1)
3.1.2.23	wildtype	Pseudomonas sp.	CC1=CC=C(C=C1)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)([O-])[O-])O	4-Methylbenzoyl-CoA	P56653	0.047	s^(-1)
3.1.2.23	R126L	Pseudomonas sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	P56653	0.11	s^(-1)
3.1.2.23	wildtype	Pseudomonas sp.	C1=CC(=CC=C1C(=O)[O-])Cl	4-Chlorobenzoate		0.123	s^(-1)
3.1.2.23	E73D	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	0.123	s^(-1)
3.1.2.23	Q58A	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	0.127	s^(-1)
3.1.2.23	T77S/E73D	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	0.129	s^(-1)
3.1.2.23	R88A	Pseudomonas sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	P56653	0.13	s^(-1)
3.1.2.23	Q58D	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	0.13	s^(-1)
3.1.2.23	K90A	Pseudomonas sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	P56653	0.14	s^(-1)
3.1.2.23	R128A	Pseudomonas sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	P56653	0.15	s^(-1)
3.1.2.23	H64A	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	0.15	s^(-1)
3.1.2.23	T77V	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	0.17	s^(-1)
3.1.2.23	R89L	Pseudomonas sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	P56653	0.18	s^(-1)
3.1.2.23	wildtype	Pseudomonas sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4)O	Benzoyl-CoA	P56653	1.0	s^(-1)
3.1.2.23	H64Q	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	0.28	s^(-1)
3.1.2.23	Q58E	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	0.364	s^(-1)
3.1.2.23	D17E	Pseudomonas sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	P56653	0.48	s^(-1)
3.1.2.23	E78A	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	1.08	s^(-1)
3.1.2.23	wildtype	Pseudomonas sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)Cl)O	4-Chlorobenzoyl-CoA	P56653	1.1	s^(-1)
3.1.2.23	D31N	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	1.15	s^(-1)
3.1.2.23	T77A/E73D	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	1.54	s^(-1)
3.1.2.23	T77A	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	2.09	s^(-1)
3.1.2.23	wildtype	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	6.7	s^(-1)
3.1.2.23	wildtype	Azoarcus evansii	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4)O	Benzoyl-CoA		3.0	s^(-1)
3.1.2.23	T77S	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	3.16	s^(-1)
3.1.2.23	wildtype	Pseudomonas sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	P56653	18.3	s^(-1)
3.1.2.23	R150A	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	9.5	s^(-1)
3.1.2.23	wildtype	Pseudomonas sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)F)O	4-Fluorobenzoyl-CoA	P56653	9.7	s^(-1)
3.1.2.23	T121A	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	9.7	s^(-1)
3.1.2.23	wildtype	Azoarcus evansii	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA		10.0	s^(-1)
3.1.2.23	S120A	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	10.1	s^(-1)
3.1.2.23	R102A	Arthrobacter sp.	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O	4-Hydroxybenzoyl-CoA	Q04416	99.0	s^(-1)
1.1.1.374	wildtype	Methanococcus maripaludis	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N	NAD+	Q6M0B9	0.99	s^(-1)
2.3.1.71	wildtype	Mus musculus	COC(=O)CN	Glycine methyl ester	Q91XE0	1.0	s^(-1)
2.3.1.71	wildtype	Mus musculus	C(C(=O)O)N	Glycine	Q91XE0	3.2	s^(-1)
2.3.1.71	wildtype	Mus musculus	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4)O	Benzoyl-CoA	Q91XE0	4.2	s^(-1)
1.11.1.21	wildtype	Mycobacterium tuberculosis	C1=CN=CC=C1C(=O)NN	isoniazid		0.057	s^(-1)
1.11.1.21	S315T	Mycobacterium tuberculosis	C1=CN=CC=C1C(=O)NN	isoniazid		0.081	s^(-1)
1.11.1.21	H106C	Escherichia coli	OO	H2O2	P13029	0.089	s^(-1)
1.11.1.21	R108A/W111F	Burkholderia pseudomallei	OO	H2O2		34.0	s^(-1)
1.11.1.21	D141A/R108A/W111F	Burkholderia pseudomallei	OO	H2O2		32.0	s^(-1)
1.11.1.21	H108L/H2P/K2H	Mycobacterium tuberculosis	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		0.34	s^(-1)
1.11.1.21	H2P/W321F/K2H	Mycobacterium tuberculosis	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		0.37	s^(-1)
1.11.1.21	wildtype	Mycobacterium tuberculosis	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		11500.0	s^(-1)
1.11.1.21	H106Y	Escherichia coli	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		1.1	s^(-1)
1.11.1.21	W105F	Escherichia coli	OO	H2O2	P13029	1.1	s^(-1)
1.11.1.21	S315T	Mycobacterium tuberculosis	COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N	o-Dianisidine		1.2	s^(-1)
1.11.1.21	H106C	Escherichia coli	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		1.6	s^(-1)
1.11.1.21	H123E	Synechocystis sp.	OO	H2O2		2.0	s^(-1)
1.11.1.21	wildtype	Mycobacterium tuberculosis	COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N	o-Dianisidine		5600.0	s^(-1)
1.11.1.21	R102K	Escherichia coli	OO	H2O2	P13029	2.1	s^(-1)
1.11.1.21	H2P/W107F/K2H	Mycobacterium tuberculosis	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		2.4	s^(-1)
1.11.1.21	H267Y	Escherichia coli	OO	H2O2	P13029	2.6	s^(-1)
1.11.1.21	H290Q	Synechocystis sp. PCC 6803	OO	H2O2		3.0	s^(-1)
1.11.1.21	R108K	Burkholderia pseudomallei	OO	H2O2		2110.0	s^(-1)
1.11.1.21	H2P/W107F/K2H	Mycobacterium tuberculosis	OO	H2O2		4.8	s^(-1)
1.11.1.21	H2P/W321F/W107F/K2H	Mycobacterium tuberculosis	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		5.4	s^(-1)
1.11.1.21	D141A/R108A	Burkholderia pseudomallei	OO	H2O2		4620.0	s^(-1)
1.11.1.21	Y249F	Synechocystis sp.	OO	H2O2		6.0	s^(-1)
1.11.1.21	D141E	Burkholderia pseudomallei	OO	H2O2		6140.0	s^(-1)
1.11.1.21	wildtype	Rhodobacter capsulatus	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		7.7	s^(-1)
1.11.1.21	H2P/W321F/W107F/K2H	Mycobacterium tuberculosis	OO	H2O2		7.7	s^(-1)
1.11.1.21	wildtype	Burkholderia pseudomallei	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		7.9	s^(-1)
1.11.1.21	D141N	Burkholderia pseudomallei	OO	H2O2		1190.0	s^(-1)
1.11.1.21	wildtype	Escherichia coli	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		17000.0	s^(-1)
1.11.1.21	wildtype	Geobacillus stearothermophilus	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		11.0	s^(-1)
1.11.1.21	H108L/H2P/K2H	Mycobacterium tuberculosis	OO	H2O2		12.0	s^(-1)
1.11.1.21	wildtype	Synechocystis sp.	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		13.0	s^(-1)
1.11.1.21	Q293A/I290A	Mycobacterium tuberculosis	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		13.3	s^(-1)
1.11.1.21	Q293A/I290A	Mycobacterium tuberculosis	OO	H2O2		13.6	s^(-1)
1.11.1.21	wildtype	Burkholderia pseudomallei	OO	H2O2		15900.0	s^(-1)
1.11.1.21	Q293V	Mycobacterium tuberculosis	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		15.2	s^(-1)
1.11.1.21	W341A	Synechocystis sp. PCC 6803	OO	H2O2		16.0	s^(-1)
1.11.1.21	wildtype	Archaeoglobus fulgidus	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		17.0	s^(-1)
1.11.1.21	D402N	Synechocystis sp. PCC 6803	OO	H2O2		17.0	s^(-1)
1.11.1.21	wildtype	Bacillus pumilus	CC(=O)OO	peroxyacetic acid	A0A143G976	19.42	s^(-1)
1.11.1.21	Q293E	Mycobacterium tuberculosis	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		20.0	s^(-1)
1.11.1.21	D152W	Synechocystis sp.	OO	H2O2		20.0	s^(-1)
1.11.1.21	D152W	Synechocystis sp. PCC 6803	OO	H2O2		20.0	s^(-1)
1.11.1.21	D402E	Synechocystis sp. PCC 6803	OO	H2O2		21.0	s^(-1)
1.11.1.21	Y111A	Escherichia coli	OO	H2O2	P13029	2140.0	s^(-1)
1.11.1.21	Q293V/I290V	Mycobacterium tuberculosis	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		22.5	s^(-1)
1.11.1.21	W105L	Escherichia coli	OO	H2O2	P13029	23.0	s^(-1)
1.11.1.21	Q293E	Mycobacterium tuberculosis	OO	H2O2		23.8	s^(-1)
1.11.1.21	Q293V/I290V	Mycobacterium tuberculosis	OO	H2O2		24.0	s^(-1)
1.11.1.21	wildtype	Escherichia coli	COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N	o-Dianisidine		71.0	s^(-1)
1.11.1.21	Q293V/I290V/I290A	Mycobacterium tuberculosis	OO	H2O2		26.0	s^(-1)
1.11.1.21	wildtype	Escherichia coli	C1=CC(=C(C(=C1)O)O)O	pyrogallol		69.0	s^(-1)
1.11.1.21	Q293A	Mycobacterium tuberculosis	OO	H2O2		27.8	s^(-1)
1.11.1.21	I290V	Mycobacterium tuberculosis	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		28.5	s^(-1)
1.11.1.21	Q293A	Mycobacterium tuberculosis	CCN1C2=C(C=C(C=C2)S(=O)(=O)O)SC1=NN=C3N(C4=C(S3)C=C(C=C4)S(=O)(=O)O)CC	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)		29.3	s^(-1)
